req_id,room_id,course,start_minute,end_minute,day
820,6,Biology,890,980,Mon
821,1,Philosophy,991,1081,Mon
822,2,Sociology,1066,1156,Tue
823,5,Programming,903,993,Fri
824,3,Physics,937,1027,Wed
825,8,History,931,991,Wed
826,7,Biology,808,1436,Tue
827,9,Mathematics,,996,Thu
828,4,Literature,1021,1111,Thu
829,10,History,1001,,Fri
830,6,calculus,1077,1167,mon
831,1, CHEMISTRY,1152,1242,Mon
832,2,Philosophy,1082,1172,tue
833,5,Programming,1485,1480,Fri
834,3,Sociology,1076,1166,wed
835,8,Mathematics,1287,1377,Wed
836,7,Chemistry,1229,1319,Tue
837,9,History,1201,1291,Thu
838,4,Literature,1107,1785,Thu
839,10,Art,1127,1217,Fri
840,6,Biology,1212,1212,Mon
841,1,Economics,1426,1516,Mon
842,2,Philosophy,1139,1199,Tue
843,5,Literature,1077,1137,Fri
844,3,Sociology,1408,1498,Wed
845,8,Biology,1391,1481,Wed
846,7,Calculus,1190,1280,Tue
847,9,Chemistry,1231,1321,Thu
848,4,Physics,1231,1321,Thu
849,10,Mathematics,1138,1228,Fri
850,6,Programming,1314,1404,Mon
851,1,History,1449,1539,Mon
852,2,Art,1153,1213,Tue
853,5,Sociology,1094,1154,Fri
854,3,Economics,1469,1559,Wed
855,8,Programming,1467,1557,Wed
856,7,Literature,1193,1283,Tue
857,9,Calculus,1225,1315,Thu
858,4,Philosophy,1228,1318,Thu
859,10,Biology,1140,1230,Fri
860,6,Physics,1328,1418,Mon
861,1,Chemistry,1434,1524,Mon
862,2,Mathematics,1153,1213,Tue
863,5,Economics,1093,1153,Fri
864,3,History,1465,1555,Wed
865,8,Physics,1467,1557,Wed
866,7,Sociology,1191,1281,Tue
867,12,Literature,1223,1313,Thu
868,4,Art,1225,1315,Thu
869,10,Programming,1137,1227,Fri
870,6,Philosophy,1325,1415,Mon
871,1,Calculus,1436,1526,Mon
872,2,Biology,1152,1212,Tue
873,5,History,1095,1155,Fri
874,3,Chemistry,1469,1559,Wed
875,8,Philosophy,1471,2811,Wed
876,7,Economics,1193,1283,Tue
877,9,Sociology,1229,1319,Thu
878,4,Mathematics,1227,1317,Thu
879,10,Physics,1140,1230,Fri
880,6,Art,1332,1422,Mon
881,1,Literature,1447,1537,Mon
882,2,Programming,1151,1211,Tue
883,5,Chemistry,1092,1152,Fri
884,3,Calculus,1464,1554,Wed
885,8,Art,1469,1559,Wed
886,7,History,1192,1282,Tue
887,9,Economics,1230,1320,Thu
888,4,Biology,1227,1317,Thu
889,10,Philosophy,1139,1229,Fri
890,6,Mathematics,1329,1419,Mon
891,1,Sociology,1442,1532,Mon
892,2,Physics,1153,1213,Tue
893,5,Calculus,1091,1151,Fri
894,3,Literature,1468,1558,Wed
895,8,Mathematics,1470,1560,Wed
896,7,Chemistry,1194,1284,Tue
897,9,History,1227,1317,Thu
898,4,Programming,1229,1319,Thu
899,10,Art,1138,1228,Fri
900,6,Biology,1331,1421,Mon
901,1,Economics,1449,1539,Mon
902,2,Philosophy,1152,1212,Tue
903,5,Literature,1093,1153,Fri
904,3,Sociology,1470,1560,Wed
905,8,Biology,1468,1558,Wed
906,7,Calculus,1195,1285,Tue
907,9,Chemistry,1229,1319,Thu
908,4,Physics,1228,1318,Thu
909,10,Mathematics,1140,1230,Fri
910,6,Programming,1332,1422,Mon
911,1,Calculus,821,911,Mon
912,2,Physics,925,1015,Tue
913,5,Chemistry,889,979,Fri
914,3,Literature,827,917,Wed
915,8,History,864,924,Wed
916,7,Mathematics,969,1059,Tue
917,9,Art,1050,1140,Thu
918,4,Programming,1014,1104,Thu
919,10,Economics,838,898,Fri
920,6,Biology,883,973,Mon
921,1,Philosophy,980,1070,Mon
922,2,Sociology,1049,1139,Tue
923,5,Programming,896,986,Fri
924,3,Physics,925,1015,Wed
925,8,History,919,979,Wed
926,7,Biology,803,1436,Tue
927,9,Mathematics,,996,Thu
928,4,Literature,1006,1096,Thu
929,10,History,991,,Fri
930,6,calculus,1066,1156,mon
931,1, MATHEMATICS,1133,1223,Mon
932,2,Philosophy,1080,1170,tue
933,5,Programming,1463,1458,Fri
934,3,Sociology,1064,1154,wed
935,8,Mathematics,1275,1365,Wed
936,7,Chemistry,1219,1309,Tue
937,9,History,1195,1285,Thu
938,4,Literature,1099,1794,Thu
939,11,Art,1121,1211,Fri
940,6,Biology,1209,1209,Mon
941,1,Economics,1426,1516,Mon
942,2,Philosophy,1133,1193,Tue
943,5,Literature,1075,1135,Fri
944,3,Sociology,1407,1497,Wed
945,8,Biology,1393,1483,Wed
946,7,Calculus,1188,1278,Tue
947,9,Chemistry,1229,1319,Thu
948,4,Physics,1230,1320,Thu
949,10,Mathematics,1135,1225,Fri
950,6,Programming,1315,1405,Mon
951,1,History,1442,1532,Mon
952,11,Art,1152,1212,Tue
953,5,Sociology,1089,1149,Fri
954,3,Economics,1461,1551,Wed
955,8,Programming,1462,1552,Wed
956,7,Literature,1190,1280,Tue
957,9,Calculus,1225,1315,Thu
958,4,Philosophy,1227,1317,Thu
959,10,Biology,1138,1228,Fri
960,6,Physics,1326,1416,Mon
961,1,Chemistry,1436,1526,Mon
962,2,Mathematics,1148,1208,Tue
963,5,Economics,1089,1149,Fri
964,3,History,1464,1554,Wed
965,8,Physics,1467,1557,Wed
966,7,Sociology,1191,1281,Tue
967,9,Literature,1228,1318,Thu
968,4,Art,1225,1315,Thu
969,10,Programming,1138,1228,Fri
970,6,Philosophy,1326,1416,Mon
971,1,Calculus,1438,1528,Mon
972,2,Biology,1150,1210,Tue
973,5,History,1088,1148,Fri
974,3,Chemistry,1466,1556,Wed
975,8,Philosophy,1467,1557,Wed
976,7,Economics,1191,1281,Tue
977,9,Sociology,1226,1316,Thu
978,4,Mathematics,1226,1316,Thu
979,10,Physics,1136,1226,Fri
980,6,Art,1327,1417,Mon
981,1,Literature,1445,1535,Mon
982,2,Programming,1149,1209,Tue
983,5,Chemistry,1086,1146,Fri
984,3,Calculus,1463,1553,Wed
985,8,Art,1463,1553,Wed
986,7,History,1190,1280,Tue
987,9,Economics,1227,1317,Thu
988,4,Biology,1229,1319,Thu
989,10,Philosophy,1142,1232,Fri
990,6,Mathematics,1332,1422,Mon
991,1,Sociology,1442,1532,Mon
992,2,Physics,1149,1209,Tue
993,5,Calculus,1088,1148,Fri
994,3,Literature,1466,1556,Wed
995,8,Mathematics,1469,1559,Wed
996,7,Chemistry,1190,1280,Tue
997,9,History,1228,1318,Thu
998,4,Programming,1465,2335,Thu
999,10,Art,1143,1233,Fri
1000,6,Biology,1333,1423,Mon
